id,timestamp,source,latitude,longitude,emotion,confidence,risk_level,rms_energy,zero_crossing_rate,spectral_centroid,spectral_bandwidth,mfcc_mean,mfcc_std,duration,silence_ratio,model_version,device_id,mqtt_signal,processing_time_ms
8c42e6e3-5372-41fd-b16e-287610ac0a46,2026-03-05T19:27:43,synthetic,28.67131876,77.25697815,sad,63.32034036,✅ SAFE,0.014605138,0.064501904,1881.5117,1947.069428,-7.5088099,71.412537,3,0.853470621,v1.0,device_001,S,3.258641099
4f250233-666f-4476-b0eb-aab9d48289f8,2026-03-03T18:18:26,synthetic,28.6208649,77.19682687,neutral,83.75824208,✅ SAFE,0.021445055,0.062520918,1659.388129,1609.198831,-6.777863664,71.91134694,3,0.874489982,v1.0,device_001,S,2.667053273
934081fa-3cc7-40a8-991e-49d05a51e7f7,2026-03-06T23:49:26,synthetic,28.60833439,77.03859781,angry,65.90237392,✅ SAFE,0.030614212,0.071883697,2061.92723,1686.09027,-7.899985939,76.20085089,3,0.493150213,v1.0,device_001,S,1.641461284
3608d0ec-a439-4332-b120-248dc7d137a7,2026-03-05T10:08:36,synthetic,28.61034496,77.03081185,neutral,78.8186445,✅ SAFE,0.008309737,0.032179277,2019.197249,1567.122406,-6.077917565,71.69478325,3,0.559522551,v1.0,device_001,S,1.566169601
b7629cb8-478d-478e-98a7-fcdc762dce61,2026-03-02T12:15:43,synthetic,28.59837943,77.14756915,fear,53.24296847,🚨 DANGER,0.056837497,0.094396896,2210.107085,1851.362608,-7.8049517,68.4639791,3,0.445178967,v1.0,device_001,D,1.705187287
77cee55f-c382-4118-b0fe-a506cdc053e5,2026-03-01T08:52:15,synthetic,28.61028948,77.03488903,fear,57.51737575,✅ SAFE,0.030426974,0.065498737,1528.050908,1864.544595,-8.910135902,88.76843934,3,0.626259965,v1.0,device_001,S,2.205615122
ea213421-5316-4f24-94be-d0ebf7f5696d,2026-03-02T13:38:18,synthetic,28.62838011,77.2140057,angry,64.06662303,✅ SAFE,0.00861574,0.087170085,1492.779199,1700.453644,-8.312101692,56.27400529,3,0.492845284,v1.0,device_001,S,2.167467369
60ae5768-3caa-4b44-954b-2eafdda7ee1d,2026-03-03T22:40:46,synthetic,28.60806641,77.03936408,disgust,77.85281449,✅ SAFE,0.030249646,0.081621235,1817.361122,1615.815664,-5.52129665,67.95252485,3,0.565338501,v1.0,device_001,S,0.257005329
3646a2c5-11db-4de6-bf5d-4cedf47285b8,2026-03-02T20:53:10,synthetic,28.65016207,77.2252431,neutral,58.29264749,✅ SAFE,0.019773943,0.099048501,1679.329876,1676.788573,-7.34240387,71.19611535,3,0.741190903,v1.0,device_001,S,2.541041333
506b22a0-bd47-4f02-a1c0-f2610173c01c,2026-03-06T12:23:32,synthetic,28.60032847,77.04199975,neutral,80.81480428,✅ SAFE,0.030576967,0.076344642,1466.197114,1900.162867,-4.587293024,76.23188801,3,0.323918014,v1.0,device_001,S,1.685952647
b3f2dc5c-0406-48f5-b15f-5b578bbb2ee0,2026-03-05T17:30:48,synthetic,28.6095191,77.0388638,angry,56.94024835,✅ SAFE,0.034542804,0.068162755,1676.746353,1896.058414,-4.961466914,74.13186904,3,0.599681443,v1.0,device_001,S,1.129000964
b4ee17ba-79d7-4b38-9525-7d770c04251b,2026-03-05T07:25:32,synthetic,28.61116676,77.04186175,disgust,100,✅ SAFE,0.029804562,0.073771756,1994.53648,1395.155769,-6.20469058,64.67576148,3,0.668490121,v1.0,device_001,S,2.877069263
9f52a9bc-b7c2-476d-bccf-5bac4d936973,2026-03-05T14:00:13,synthetic,28.64085861,77.21391999,disgust,53.00372584,✅ SAFE,0.006149653,0.064299083,1698.450431,1871.083752,-5.769184001,72.5776853,3,0.60069051,v1.0,device_001,S,3.52412019
aed50c4d-aeff-4782-b79e-2e62e6eaf8dc,2026-03-05T15:11:54,synthetic,28.57483872,77.19979485,neutral,69.01535442,🚨 DANGER,0.040660032,0.058094875,1200.257502,1788.673048,-6.68756252,67.51088433,3,0.59302041,v1.0,device_001,D,2.361276718
8adc6aa4-e112-475c-8d0b-db131cfbcb6b,2026-03-02T18:15:36,synthetic,28.61472609,77.04278832,angry,79.79939432,✅ SAFE,0.022243565,0.06023964,1600.190849,1509.659802,-6.807121146,62.51653334,3,0.539292323,v1.0,device_001,S,2.744272954
58e68aa9-fbfb-4c66-a9ab-164d48b206c3,2026-03-03T15:46:37,synthetic,28.60201798,77.15302697,fear,58.75762431,✅ SAFE,0.029159309,0.056358076,1195.927912,1437.261165,-6.352886172,66.94491186,3,0.411224956,v1.0,device_001,S,0.403254772
575cb341-417b-4cb7-bc6f-ff68c94aa564,2026-03-06T19:48:44,synthetic,28.62359928,77.20888292,sad,73.90533429,🚨 DANGER,0.045003991,0.041299446,1826.052114,2017.931616,-6.272559226,69.33865227,3,1,v1.0,device_001,D,0.852206185
e03fe78d-b8a2-407d-a863-65db808241ac,2026-03-01T09:48:39,synthetic,28.65270706,77.22906059,disgust,61.35643573,✅ SAFE,0.010320182,0.050267966,1678.834624,1747.498413,-6.900569547,73.2247214,3,0.541861373,v1.0,device_001,S,1.217585822
5af1c805-651c-4c63-927f-5ef623c7429d,2026-03-03T18:41:05,synthetic,28.61158308,77.04557251,neutral,86.35370753,✅ SAFE,0.028415493,0.095617903,1578.963069,1908.729971,-8.400333413,67.08574008,3,0.696224358,v1.0,device_001,S,0.874481788
c6630abe-3f92-4de8-8927-d2a1e5e4ac67,2026-03-05T09:16:45,synthetic,28.57322548,77.10983822,angry,100,✅ SAFE,0.023288601,0.102286356,1812.056779,1644.172159,-6.032009267,87.25568267,3,0.877336203,v1.0,device_001,S,1.248438809
19c5718b-e3a8-48f3-bb61-473a13607b04,2026-03-03T22:43:41,synthetic,28.60350292,77.23097248,disgust,71.16685808,✅ SAFE,0.007982709,0.098810089,1607.682582,1854.796864,-6.351637848,66.9896142,3,0.707872082,v1.0,device_001,S,3.426456012
4d404806-a9a8-4e42-b137-28899b561ef9,2026-03-06T19:03:40,synthetic,28.60232268,77.03085357,disgust,90.3818053,✅ SAFE,0.021491608,0.061118792,2081.861362,1540.152297,-8.180745019,83.28196833,3,0.677016393,v1.0,device_001,S,3.247130659
4873463d-5a7a-4b51-8ddc-83c662cb5b6d,2026-03-06T13:30:46,synthetic,28.6111231,77.03317481,disgust,91.07859552,✅ SAFE,0.001906523,0.051361763,1822.214569,1986.773703,-5.274556283,75.56391231,3,0.481410218,v1.0,device_001,S,0.510923846
9aeb7652-ae04-42bc-9bc4-c8f7905e57e3,2026-03-01T16:39:36,synthetic,28.57906691,77.20054067,disgust,80.71806814,🚨 DANGER,0.039166522,0.068842822,1615.915032,1626.098079,-5.841776522,73.55123611,3,0.752273029,v1.0,device_001,D,2.430348783
740e3e46-7b5d-4749-a868-389eaf0d74dc,2026-03-02T07:25:11,synthetic,28.59407055,77.03778093,fear,89.39948912,✅ SAFE,0.007699792,0.09163779,1427.659996,1581.608093,-6.001636357,68.91175721,3,0.67198654,v1.0,device_001,S,3.753384724
c21a8c54-be05-4106-b2fd-b7b11a9af3d8,2026-03-03T18:53:19,synthetic,28.60117063,77.20973584,disgust,70.6324979,✅ SAFE,0.033828725,0.113996157,1503.849381,2083.577115,-7.604685641,70.26399576,3,0.744290511,v1.0,device_001,S,1.253236837
2ba0de30-a577-4f53-a80f-837a284531fe,2026-03-03T08:15:46,synthetic,28.60731585,77.03829218,angry,80.43918975,⚠️ CAUTION,0.008526767,0.068177578,1454.459046,1893.436582,-4.569943499,90.83628854,3,0.626954284,v1.0,device_001,C,1.631962807
498e576a-f497-4b58-8afd-61df78381c4c,2026-03-04T19:22:07,synthetic,28.6327464,77.19385765,angry,72.55872753,✅ SAFE,0.01590929,0.073339822,2082.833397,1602.670568,-7.377085276,60.35663388,3,0.505220659,v1.0,device_001,S,2.449239902
777dfd41-3fd3-47e2-8d7b-984d7b857929,2026-03-04T14:37:16,synthetic,28.60168059,77.03787098,angry,51.49627499,✅ SAFE,0.011040577,0.086475024,1603.125312,1755.612239,-6.82965871,77.59731722,3,0.422068194,v1.0,device_001,S,1.837125578
0cf4dec0-7783-4342-81ca-15b0dc2a8077,2026-03-04T11:55:15,synthetic,28.61554808,77.03431085,fear,57.57188643,⚠️ CAUTION,0.012145012,0.081769561,1294.331552,2102.422926,-7.304351978,76.19648258,3,0.717587877,v1.0,device_001,C,1.537806572
564abf17-d44c-4516-bbbb-bce6228f7bef,2026-03-02T15:28:48,synthetic,28.62079082,77.21389113,neutral,62.54675336,✅ SAFE,0.031010968,0.090540409,1489.150097,1969.184734,-8.071186944,67.81475073,3,0.804474121,v1.0,device_001,S,2.229969625
1dcc2a4c-be48-479f-9ed0-92979672f563,2026-03-05T09:53:14,synthetic,28.61327843,77.03365599,neutral,83.28120297,✅ SAFE,0.012627328,0.086077833,2534.768134,1958.470481,-6.980081769,55.57331354,3,0.653899209,v1.0,device_001,S,1.750430595
d0e6f65a-5bc2-4861-a608-e449e5450e8d,2026-03-05T06:36:54,synthetic,28.60957669,77.2054582,disgust,83.78485705,✅ SAFE,0.013773658,0.077515892,1382.629482,1751.358118,-3.911258152,55.02120542,3,0.728442345,v1.0,device_001,S,2.996550313
46c85268-7e3e-49c8-b4f7-5dc9cec8c17e,2026-03-02T19:59:18,synthetic,28.57459547,77.19498258,fear,78.56612043,✅ SAFE,0.009323376,0.09327828,1771.354143,1574.85518,-7.604912621,59.29979987,3,0.691918367,v1.0,device_001,S,1.740296963
4a338d4f-423b-4fab-adef-d4fcbb157cfb,2026-03-01T16:06:27,synthetic,28.60979882,77.03860398,fear,73.97858066,✅ SAFE,0.02047405,0.079024262,1728.92043,1373.248811,-8.829481448,82.58273497,3,0.555767622,v1.0,device_001,S,1.617943866
d69296e2-6126-41c2-9c86-6e36b2f22abc,2026-03-01T19:01:14,synthetic,28.58491843,77.22443481,disgust,64.4950315,✅ SAFE,0.014487355,0.054629912,2292.971186,1604.076347,-6.41925477,63.37380909,3,0.501834129,v1.0,device_001,S,2.500880774
90d332bc-5aa4-4d0f-8b22-e519c484e891,2026-03-06T14:36:21,synthetic,28.58474747,77.19061644,neutral,46.34852045,✅ SAFE,0.024228695,0.050520433,1691.179837,2176.951351,-7.194581189,61.83124573,3,0.486496041,v1.0,device_001,S,2.798752564
9583ee25-fcfb-42ef-aefd-55f71c685f6e,2026-03-06T06:29:35,synthetic,28.60762655,77.03585447,neutral,40,✅ SAFE,0.021472773,0.085738438,1848.853832,1563.149774,-8.207529032,70.90328301,3,0.570805022,v1.0,device_001,S,2.332849218
f5e778d1-c7f0-4f77-9571-bbcf0ea0013e,2026-03-01T21:34:26,synthetic,28.61430909,77.03961039,disgust,55.05815784,✅ SAFE,0.019384679,0.083492491,1440.473964,1906.147014,-7.220784429,57.16299726,3,0.814853753,v1.0,device_001,S,2.498989901
318a1498-925f-441f-91da-0ec274eb0598,2026-03-05T16:23:08,synthetic,28.60512586,77.19259744,fear,98.82643585,✅ SAFE,0.003188335,0.089528488,1501.016088,2090.353556,-8.786322775,76.82117479,3,0.521360225,v1.0,device_001,S,3.212821403
33a3afcc-8f8d-4384-897b-4a3910cee6bb,2026-03-05T22:49:11,synthetic,28.62134813,77.22535463,angry,86.6800655,✅ SAFE,0.015435337,0.094542914,1993.492939,1658.687092,-6.98825824,76.10041606,3,0.48258242,v1.0,device_001,S,1.902996323
34f1b904-0992-4972-8b3a-8d178ce4ec16,2026-03-06T22:35:26,synthetic,28.60922655,77.05305151,neutral,55.69734422,✅ SAFE,0.0114415,0.061161963,1504.472144,1660.226883,-6.969840558,61.08232859,3,0.49337253,v1.0,device_001,S,3.362014547
8539727d-52d9-4193-be7f-e4ba9b69fced,2026-03-03T19:51:58,synthetic,28.57649946,77.20044934,disgust,57.32823544,✅ SAFE,0.015234779,0.086680795,1542.484753,1576.037138,-8.21887996,74.57068087,3,0.993270228,v1.0,device_001,S,0.298031677
9cdaa02f-8fe9-4129-b8be-e891510f4241,2026-03-02T23:40:23,synthetic,28.59648921,77.18908711,sad,88.37436207,✅ SAFE,0.004693982,0.078854154,1712.514438,2104.409879,-5.548699206,74.4250762,3,0.566901506,v1.0,device_001,S,0.824553149
caeb4b44-9b9c-411b-b11e-65ad0f0d81d8,2026-03-06T22:53:20,synthetic,28.64409913,77.21977856,fear,100,✅ SAFE,0.014877089,0.070941173,2164.53092,1679.152392,-8.653770542,76.30870337,3,0.54413437,v1.0,device_001,S,1.295732423
92b7c123-5bed-40d0-b383-7532367dfa33,2026-03-04T15:12:20,synthetic,28.61185593,77.03896865,fear,100,✅ SAFE,0.015833536,0.069644137,1741.166723,1833.440317,-7.218333056,79.51236211,3,0.59531775,v1.0,device_001,S,3.525154092
8132e0b1-f372-45e9-a413-69270bf6492f,2026-03-04T19:27:09,synthetic,28.61556862,77.0348282,disgust,75.09916877,✅ SAFE,0.027476221,0.083687373,1673.894826,1443.564456,-7.25394477,77.08596304,3,0.823339632,v1.0,device_001,S,2.087538631
24cbb07a-143d-4264-a3ea-290928d1c7d1,2026-03-06T21:00:34,synthetic,28.63492697,77.21502797,neutral,96.42415192,✅ SAFE,0.020377859,0.056249707,1923.910106,1875.791236,-5.285536976,68.37826218,3,0.607236437,v1.0,device_001,S,3.406119959
a9f979b5-70eb-475b-b566-ab8d85e9717d,2026-03-05T10:57:41,synthetic,28.62261545,77.214648,disgust,55.39796103,✅ SAFE,0.014925927,0.108896266,1756.916871,1639.260585,-6.771867031,80.48418704,3,0.680784367,v1.0,device_001,S,0.87342769
7d393187-5b19-4a09-8a10-a28c1c60cffc,2026-03-06T13:27:10,synthetic,28.6483738,77.20470495,sad,76.6936491,✅ SAFE,0.031585492,0.076897304,1705.20927,1678.461594,-7.268625038,71.56009293,3,0.619216186,v1.0,device_001,S,3.391503776
fabc05a1-e4af-4254-932d-f21b1ba75b76,2026-03-04T14:15:24,synthetic,28.57613148,77.19043801,neutral,64.86215976,🚨 DANGER,0.040972049,0.082511012,2071.710692,1464.326476,-9.155510659,78.49187636,3,0.520234961,v1.0,device_001,D,1.48345171
5eec580b-6b69-43e9-9713-4c9d29182619,2026-03-05T19:42:29,synthetic,28.58443463,77.24652154,disgust,81.36196816,✅ SAFE,0.030355972,0.068245833,1847.088625,1912.121564,-8.123637607,78.30989702,3,0.54568491,v1.0,device_001,S,3.970763621
e3bd8992-bb8e-4177-a6a2-0acfbab045a5,2026-03-05T10:45:52,synthetic,28.60802314,77.03835766,neutral,85.64853173,✅ SAFE,0.03354139,0.063084933,1725.615182,2111.561023,-7.719730147,65.67769205,3,0.913510193,v1.0,device_001,S,1.403002778
3abde240-190c-441b-86d9-664a70d6aa31,2026-03-03T21:55:32,synthetic,28.61548348,77.03738924,sad,75.82986998,✅ SAFE,0.010562172,0.08200599,1158.774194,1520.734954,-8.168301631,64.83017473,3,0.248472969,v1.0,device_001,S,3.319801687
ca73db79-83dd-44e5-b48c-07d1338a7e0d,2026-03-06T22:45:00,synthetic,28.61123254,77.02806351,angry,79.8319674,✅ SAFE,0.019781152,0.113839703,1423.928098,1754.60155,-5.751378425,75.87106719,3,0.615953214,v1.0,device_001,S,1.716692979
72fa9647-195f-42f8-90de-4ee9fb662287,2026-03-06T10:27:54,synthetic,28.62130918,77.23269156,angry,51.26208434,✅ SAFE,0.023873825,0.041060408,2033.625976,1772.594701,-7.590093361,61.77084622,3,0.451979515,v1.0,device_001,S,2.234870903
cd625e33-14bd-4fbc-8517-1c358423777a,2026-03-04T11:24:42,synthetic,28.61102372,77.04456686,angry,91.56102026,⚠️ CAUTION,0.010413136,0.087017686,1405.908373,1696.091622,-7.280656823,53.10370095,3,0.251751205,v1.0,device_001,C,0.981568374
bc535ba7-8584-4bb8-a424-c13ffcfad0f8,2026-03-02T07:56:18,synthetic,28.61662874,77.19673738,disgust,74.9282442,✅ SAFE,0.009478682,0.074325099,1390.229493,1864.220992,-7.713409185,57.74842483,3,0.270649231,v1.0,device_001,S,2.338155789
063fe816-e5fe-40b5-b2c7-5fc0046925dc,2026-03-06T15:26:42,synthetic,28.60167946,77.04122283,sad,70.12339678,✅ SAFE,0.034367554,0.095576095,1297.641495,1769.835238,-7.317554731,100.3466031,3,0.717303733,v1.0,device_001,S,1.414950898
d67320fe-156a-4712-9dd5-eb1923b401dc,2026-03-03T21:27:28,synthetic,28.60268342,77.02688114,sad,63.17969108,✅ SAFE,0.032435055,0.074111362,2131.843253,1588.704186,-6.62585009,72.7328465,3,0.76907232,v1.0,device_001,S,0.714348603
572716c1-27ec-45b3-be6a-b79346f11812,2026-03-06T22:57:37,synthetic,28.60700721,77.04512539,angry,75.7507805,✅ SAFE,0.012439894,0.080765642,1710.678524,2206.049646,-6.512736403,72.60099545,3,0.538548245,v1.0,device_001,S,3.35997001
7b626061-620e-4256-8ad5-a0581d1a2037,2026-03-02T16:21:56,synthetic,28.57937191,77.19689827,angry,74.29280232,✅ SAFE,0.011049566,0.093915952,1661.956246,1770.433064,-7.563334738,59.97252858,3,0.612270171,v1.0,device_001,S,0.942238986
d4c3cb5a-c56a-4b26-ba96-992fb71d0624,2026-03-01T22:32:30,synthetic,28.64513356,77.21770035,angry,81.54687965,✅ SAFE,0.01759597,0.082893448,1870.213962,1644.192735,-7.556592677,58.05555087,3,0.265330905,v1.0,device_001,S,3.432091703
5fb32ee0-3713-40be-b8de-10b5e56c2119,2026-03-01T10:49:36,synthetic,28.55688469,77.08532703,sad,53.55416341,✅ SAFE,0.024510795,0.069057307,1468.113257,1598.39412,-6.01298555,51.94297339,3,0.504116197,v1.0,device_001,S,1.698393724
d5848b90-f473-4962-87ea-138da2b61dbe,2026-03-01T10:29:47,synthetic,28.68710118,77.28065178,disgust,96.81197523,🚨 DANGER,0.062210648,0.066820641,1822.948637,1546.147781,-6.823126148,59.5635692,3,0.661549467,v1.0,device_001,D,1.259849478
3ab178ca-2aa5-4239-8583-de31ebece60f,2026-03-05T10:28:33,synthetic,28.63085882,77.23102111,sad,93.88660735,✅ SAFE,0.01180726,0.093272431,1662.462981,1758.991609,-8.608080569,60.35124643,3,0.609659647,v1.0,device_001,S,3.871199353
d843f2b0-35d4-4211-8dd1-0f51a1c80c34,2026-03-01T13:48:48,synthetic,28.60541268,77.17467652,neutral,44.99223882,✅ SAFE,0.031107017,0.052722604,1617.487765,1721.138925,-6.52703806,56.22014442,3,0.653818321,v1.0,device_001,S,1.487052052
d6435fa7-822d-437e-a982-b4e2dfd90525,2026-03-01T14:41:38,synthetic,28.57185746,77.21587703,fear,58.90674791,✅ SAFE,0.033846703,0.039120083,1943.815793,1817.480719,-5.914735988,81.52103873,3,0.605935746,v1.0,device_001,S,0.019535872
a3aaa906-bb0f-4c03-a1d6-cdf5f115599e,2026-03-06T22:20:32,synthetic,28.61046406,77.03090954,angry,80.38726046,✅ SAFE,0.016998828,0.097557048,1507.243452,1727.384706,-6.407069224,64.56619885,3,0.80386404,v1.0,device_001,S,1.091505323
fccb2bf1-3d39-4e98-b1df-831a5c873ce2,2026-03-04T16:41:36,synthetic,28.59017752,77.20852004,angry,62.68799697,✅ SAFE,0.024539668,0.094080394,1945.657824,1798.60013,-7.033314556,75.20371413,3,0.644545473,v1.0,device_001,S,1.796124577
67a06652-453b-4779-9dbf-b8cb1e62b33f,2026-03-03T16:57:23,synthetic,28.64790492,77.22366619,disgust,65.37021987,✅ SAFE,0.011610987,0.087218226,1435.398426,1866.901939,-7.813137276,71.46502828,3,0.359965471,v1.0,device_001,S,1.976398064
71bd0cdd-8f95-4157-9d68-d579e5da7285,2026-03-02T14:53:37,synthetic,28.57727074,77.1992646,neutral,44.62644066,🚨 DANGER,0.044288827,0.092468153,1376.324418,1734.028118,-8.074426184,67.21027509,3,0.379992831,v1.0,device_001,D,4.077574987
8ffc98d4-0e7d-4d97-9da1-0f92ed329834,2026-03-06T16:20:09,synthetic,28.57339032,77.1917548,angry,75.5964556,⚠️ CAUTION,0.014700285,0.090554619,1724.32381,1356.719823,-6.092698247,59.72348265,3,0.721764157,v1.0,device_001,C,2.998109375
3ea2b56d-80b4-42c0-a255-549cb18f8299,2026-03-03T20:04:57,synthetic,28.60196918,77.04032514,neutral,92.5678718,✅ SAFE,0.033460301,0.092639101,1699.803577,1793.373186,-6.605353049,55.98741065,3,0.872080235,v1.0,device_001,S,3.35799899
